PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41506071","Building a national repository of dural-based lesions: clinical, pathological, and demographic insights from the Indian population","Goyal S, Kedia S, Kumar R, Garg K, Phalak M, Shahin M, Gaikwad S, Jain S, Suri V, Pal D, Srinivas D, Deora H, Salunke P, Jaiswal A, Bajaj A, Sahu RN, Vilanilam GC, Singh H, Rao S, Saini J, Kumar A, Chatterjee D, Jaiswal S, Singh V, Parihar A, Agarwal P, Purkait S, Nayak M, Thomas B, Deepti AN.","J Clin Neurosci. 2026 Mar;145:111834. doi: 10.1016/j.jocn.2025.111834. Epub 2026 Jan 7.","Goyal S","J Clin Neurosci","2026","2026/01/08","","","10.1016/j.jocn.2025.111834"
"41502788","Translational Evaluation of a Machine Learning-Based Interactive Lab for Aphasia Rehabilitation in Post Stroke Patients","Kumar M, Wu RZ, Yeh SC, Wu EH, Tsai PY.","IEEE J Transl Eng Health Med. 2025 Nov 28;13:561-570. doi: 10.1109/JTEHM.2025.3638643. eCollection 2025.","Kumar M","IEEE J Transl Eng Health Med","2025","2026/01/08","PMC12772984","","10.1109/JTEHM.2025.3638643"
"41501479","Approaches for accelerating microbial gene function discovery using artificial intelligence","Palsson BO, Lee SY, Kim GB.","Nat Microbiol. 2026 Feb;11(2):350-358. doi: 10.1038/s41564-025-02214-1. Epub 2026 Jan 7.","Palsson BO","Nat Microbiol","2026","2026/01/07","","","10.1038/s41564-025-02214-1"
"41496038","Identification and validation of programmed cell death-related biomarkers in severe pneumonia: A diagnostic observational study using bioinformatics analysis","Zeng G, Chen J, Zhang C, Tu S, Fan X, Huang J, Cai L.","Medicine (Baltimore). 2026 Jan 2;105(1):e46923. doi: 10.1097/MD.0000000000046923.","Zeng G","Medicine (Baltimore)","2026","2026/01/07","PMC12778093","","10.1097/MD.0000000000046923"
"41495684","Interpretable clinical decision support systems in high-risk pregnancy: a scoping review of models, methods, and implementation","Badisy IE, Assarag B, Belrhiti Z.","BMC Pregnancy Childbirth. 2026 Jan 6;26(1):125. doi: 10.1186/s12884-025-08614-9.","Badisy IE","BMC Pregnancy Childbirth","2026","2026/01/06","PMC12870301","","10.1186/s12884-025-08614-9"
"41495251","Automatic Bone Removal in CBCT Scans of the Body Trunk: Thorax, Abdomen, and Pelvis","Winther H, Maschke S, Becker L, Dewald C, Eicke M, Jakobs T, Kloeckner R, Schmid A, Wacker F, Meyer B.","Cardiovasc Intervent Radiol. 2026 Mar;49(3):636-645. doi: 10.1007/s00270-025-04293-3. Epub 2026 Jan 6.","Winther H","Cardiovasc Intervent Radiol","2026","2026/01/06","PMC12963259","","10.1007/s00270-025-04293-3"
"41495240","Discovery of predictive biomarkers for cancer therapy through computational approaches","Wang X, Nguyen J, Nader K, Miihkinen M, Wall P, Singhal A, Bedard PL, Ideker T, Aittokallio T, Haibe-Kains B.","Nat Rev Clin Oncol. 2026 Mar;23(3):180-200. doi: 10.1038/s41571-025-01109-8. Epub 2026 Jan 6.","Wang X","Nat Rev Clin Oncol","2026","2026/01/06","","","10.1038/s41571-025-01109-8"
"41491493","Haplotype applications in genomic selection","MacNish TR, Bergmann T, Edwards D.","Genome Biol. 2026 Jan 5;27(1):18. doi: 10.1186/s13059-025-03913-y.","MacNish TR","Genome Biol","2026","2026/01/06","PMC12870298","","10.1186/s13059-025-03913-y"
"41491252","Integrated experimental and AI innovations for RNA structure determination","Wang W, Su B, Peng Z, Yang J.","Nat Biotechnol. 2026 Feb;44(2):205-214. doi: 10.1038/s41587-025-02974-5. Epub 2026 Jan 5.","Wang W","Nat Biotechnol","2026","2026/01/06","","","10.1038/s41587-025-02974-5"
"41491138","Development of a risk assessment model for multimorbidity of diabetes, hypertension, and coronary heart disease with XGBoost in primary care in Shanghai, China: a retrospective study","Chen N, Zhang P, Fan F, Jin H, Chen Y, Liu J, Chen L, Wan X, Guo J, Yang Z, Sun L, Shan H, Yu D, Wang Z, Shi J.","BMC Cardiovasc Disord. 2026 Jan 5;26(1):103. doi: 10.1186/s12872-025-05479-w.","Chen N","BMC Cardiovasc Disord","2026","2026/01/06","PMC12870082","","10.1186/s12872-025-05479-w"
"41487965","A Multicohort Machine Learning Framework to Predict Mortality in Elderly Patients With Heart Disease: Insights From HARLS, SHARE, and HRS","Yang Z, Zhang X.","Cardiovasc Ther. 2026 Jan 2;2026:8040700. doi: 10.1155/cdr/8040700. eCollection 2026.","Yang Z","Cardiovasc Ther","2026","2026/01/05","PMC12759112","","10.1155/cdr/8040700"
"41485586","The role of artificial intelligence in estimating stroke events in Moyamoya patients: A systematic review and meta-analysis of diagnostic test accuracy","Wijaya JH, Consuegra MQ, Perez-Chadid DA, Azmi A, Madrigal JPA, Shahrestani S, Ramirez-Guerrero S, Nanda A, Elashry AR, Gonzalez NR.","J Stroke Cerebrovasc Dis. 2026 Mar;35(3):108542. doi: 10.1016/j.jstrokecerebrovasdis.2026.108542. Epub 2026 Jan 2.","Wijaya JH","J Stroke Cerebrovasc Dis","2026","2026/01/04","","","10.1016/j.jstrokecerebrovasdis.2026.108542"
"41485458","Modern xenotransplantation: rewiring glycan-mediated immunogenicity via genome-glycome convergence","Wang M, Wang Q, Liu Y, Xu J, Su Y, Bai H, Wang Y, Dong J.","EBioMedicine. 2026 Jan;123:106109. doi: 10.1016/j.ebiom.2025.106109. Epub 2026 Jan 3.","Wang M","EBioMedicine","2026","2026/01/04","PMC12805290","","10.1016/j.ebiom.2025.106109"
"41485437","Lipidomics-driven insights into acupuncture mechanisms: From dynamic signaling networks to multi-dimensional regulations","Ruan X, Zhou J, Song L, Hu C, Hu X.","Curr Opin Pharmacol. 2026 Feb;86:102600. doi: 10.1016/j.coph.2025.102600. Epub 2025 Dec 11.","Ruan X","Curr Opin Pharmacol","2026","2026/01/04","","","10.1016/j.coph.2025.102600"
"41483979","Artificial intelligence in diagnostic, prognostic, and predictive genomic biomarkers for prostate cancer: Ready for prime time?","Bazarkin A, Taratkin M, Vovdenko S, Androsov A, Balashova M, Morozov A, Itskevich A, Laukhtina E, Bezrukov E, Singla N, Rapoport L, Shpot E, Glybochko P.","Urol Oncol. 2026 Mar;44(3):110965. doi: 10.1016/j.urolonc.2025.12.001. Epub 2026 Jan 2.","Bazarkin A","Urol Oncol","2026","2026/01/03","","","10.1016/j.urolonc.2025.12.001"
"41483727","Vision-language models in diagnostic imaging: review of technical advances, clinical validation, and practical deployment","Dutta N, Bose K, Syailendra E, Chu L, Gupta P.","Int J Med Inform. 2026 Mar 15;208:106227. doi: 10.1016/j.ijmedinf.2025.106227. Epub 2025 Dec 28.","Dutta N","Int J Med Inform","2026","2026/01/03","","","10.1016/j.ijmedinf.2025.106227"
"41482234","Integrating Nuclear Techniques, Isotopic Tracing, Omics, and Artificial Intelligence in Nutritional Systems for Advancing Precision Public Health Nutrition","Bhuiyan MNI.","J Nutr. 2026 Feb;156(2):101307. doi: 10.1016/j.tjnut.2025.101307. Epub 2025 Dec 31.","Bhuiyan MNI","J Nutr","2026","2026/01/02","","","10.1016/j.tjnut.2025.101307"
"41481488","Assessing an Automated Noncontrast CT-based Pipeline for Sacral Tumor Classification Using a Hip Bone Reference Frame","Zheng F, Yin P, Liang K, Yang L, Liu T, Zhang W, Wang Y, Hao W, Hao Q, Hong N.","Radiol Imaging Cancer. 2026 Jan;8(1):e250098. doi: 10.1148/rycan.250098.","Zheng F","Radiol Imaging Cancer","2026","2026/01/02","PMC12862476","","10.1148/rycan.250098"
"41479639","Artificial intelligence in hepatopathy diagnosis and treatment: Big data analytics, deep learning, and clinical prediction models","Sun JR, Sun XN, Lu BJ, Deng BC.","World J Gastroenterol. 2025 Dec 14;31(46):111176. doi: 10.3748/wjg.v31.i46.111176.","Sun JR","World J Gastroenterol","2025","2026/01/02","PMC12754151","","10.3748/wjg.v31.i46.111176"
"41479221","Artificial intelligence and transplanting the elderly","Lazzeri C, Peris A.","Curr Opin Organ Transplant. 2026 Feb 1;31(1):41-45. doi: 10.1097/MOT.0000000000001256. Epub 2025 Nov 27.","Lazzeri C","Curr Opin Organ Transplant","2026","2026/01/02","","","10.1097/MOT.0000000000001256"
"41479080","Precision Medicine Bioethics and AI Ethics: The Case of Rare Diseases","Papadopoulou E, Adam S, Exarchos T.","Adv Exp Med Biol. 2026;1490:165-171. doi: 10.1007/978-3-032-03402-1_18.","Papadopoulou E","Adv Exp Med Biol","2026","2026/01/01","","","10.1007/978-3-032-03402-1_18"
"41478861","Convergence of machine learning and genomics for precision oncology","Reardon B, Culhane AC, Van Allen EM.","Nat Rev Cancer. 2026 Mar;26(3):217-229. doi: 10.1038/s41568-025-00897-6. Epub 2026 Jan 2.","Reardon B","Nat Rev Cancer","2026","2026/01/01","","","10.1038/s41568-025-00897-6"
"41478277","Spatial omics at the forefront: emerging technologies, analytical innovations, and clinical applications","Liu Y, Dai Y, Wang L.","Cancer Cell. 2026 Jan 12;44(1):24-49. doi: 10.1016/j.ccell.2025.12.009. Epub 2025 Dec 31.","Liu Y","Cancer Cell","2026","2026/01/01","PMC12867001","NIHMS2130131","10.1016/j.ccell.2025.12.009"
"41474993","Position Paper: Artificial Intelligence in Medical Image Analysis: Advances, Clinical Translation, and Emerging Frontiers","Panayides AS, Chen H, Filipovic ND, Geroski T, Hou J, Lekadir K, Marias K, Matsopoulos GK, Papanastasiou G, Sarder P, Tourassi G, Tsaftaris SA, Fu H, Kyriacou E, Loizou CP, Zervakis M, Saltz JH, Shamout FE, Wong KCL, Yao J, Amini A, Fotiadis DI, Pattichis CS, Pattichis MS.","IEEE J Biomed Health Inform. 2026 Feb;30(2):1187-1202. doi: 10.1109/JBHI.2025.3649496.","Panayides AS","IEEE J Biomed Health Inform","2026","2025/12/31","","","10.1109/JBHI.2025.3649496"
"41474559","AI-driven precision in prostate brachytherapy: A systematic review of 70 studies","Pareek V, Dube S, Patil N, Johnny C, Mutua F, Bashir B.","J Cancer Res Ther. 2025 Oct 1;21(7):1298-1305. doi: 10.4103/jcrt.jcrt_1996_25. Epub 2025 Dec 31.","Pareek V","J Cancer Res Ther","2025","2025/12/31","","","10.4103/jcrt.jcrt_1996_25"
"41474484","A guide to network analysis, multi-omics integration, and applications in livestock microbiome research","Kinkpe L, Solomon AI, Niu Y, Goswami N, Ikele CM, Hu D, Abdessan R, Zhigang H, Xia W.","World J Microbiol Biotechnol. 2025 Dec 31;42(1):17. doi: 10.1007/s11274-025-04755-3.","Kinkpe L","World J Microbiol Biotechnol","2025","2025/12/31","","","10.1007/s11274-025-04755-3"
"41472471","The Capabilities of Large Language Models in Extracting Unstructured Data From Histopathology Reports","Adamson S, Berry C, Adler NR, Christian T, Librata W, Mar V.","Australas J Dermatol. 2026 Mar;67(2):75-83. doi: 10.1111/ajd.70034. Epub 2025 Dec 30.","Adamson S","Australas J Dermatol","2026","2025/12/31","","","10.1111/ajd.70034"
"41472209","Bioinformatics Tools and Approaches for Virus Discovery in Genomic Data: A Systematic Review","Galeeva J, Kuzmichenko P, Manolov A, Lukashev A, Ilina E.","Viruses. 2025 Nov 24;17(12):1538. doi: 10.3390/v17121538.","Galeeva J","Viruses","2025","2025/12/31","PMC12737545","","10.3390/v17121538"
"41471411","Decision Support Systems in Neurosurgery: Current Applications and Future Directions","Koryciński M, Ciecierski KA, Niewiadomska-Szynkiewicz E.","Sensors (Basel). 2025 Dec 5;25(24):7415. doi: 10.3390/s25247415.","Koryciński M","Sensors (Basel)","2025","2025/12/31","PMC12736516","","10.3390/s25247415"
"41470045","From nucleotides to numbers: a comprehensive review of RNA feature extraction methods for computational modelling","Safari F, Tree JJ, Vafaee F.","Brief Bioinform. 2025 Nov 1;26(6):bbaf701. doi: 10.1093/bib/bbaf701.","Safari F","Brief Bioinform","2025","2025/12/31","PMC12753313","","10.1093/bib/bbaf701"
"41469047","Evaluation of visual patient predictive for enhancing level 3 situation awareness: protocol for a multicentre randomised computer-based simulation and diagnostic accuracy study (true positive rate, precision, average lead time)","Hunn CA, Bruns H, Sahli S, Wachtendorf L, Schäfer J, Schwerin S, Delis A, Kalisch M, Dugac G, Rahrisch A, Ebensperger M, Karimitar A, Massoth G, Neuhaus C, Dubatovka A, Nöthiger CB, Gasciauskaite G, Roche TR, Tscholl DW.","BMJ Open. 2025 Dec 30;15(12):e109171. doi: 10.1136/bmjopen-2025-109171.","Hunn CA","BMJ Open","2025","2025/12/30","PMC12766851","","10.1136/bmjopen-2025-109171"
"41467558","Methodological Advances in Transcriptomics and Metabolomics for Assessing Crop Stress Resilience","Ćavar Zeljković S, Saeed F, Šamec D, Chaudhry UK.","Physiol Plant. 2026 Jan-Feb;178(1):e70717. doi: 10.1111/ppl.70717.","Ćavar Zeljković S","Physiol Plant","2026","2025/12/30","","","10.1111/ppl.70717"
"41467276","AI and telemedicine in management of diabetes","Petrov S, Donkov D, Orbetzova M.","Folia Med (Plovdiv). 2025 Nov 28;67(6). doi: 10.3897/folmed.67.e153728.","Petrov S","Folia Med (Plovdiv)","2025","2025/12/30","","","10.3897/folmed.67.e153728"
"41465583","Blood-Based Biomarkers for Traumatic Brain Injury: A New Era in Diagnosis and Prognosis","Pignataro G, Sacco Fernandez M, Candelli M, Rozzi G, Piccioni A, Forte E, Franceschi F.","Int J Mol Sci. 2025 Dec 18;26(24):12158. doi: 10.3390/ijms262412158.","Pignataro G","Int J Mol Sci","2025","2025/12/30","PMC12733899","","10.3390/ijms262412158"
"41465283","Application of Artificial Intelligence Technology in Plant MicroRNA Research: Progress, Challenges, and Prospects","Yang R, Zhang H.","Int J Mol Sci. 2025 Dec 9;26(24):11854. doi: 10.3390/ijms262411854.","Yang R","Int J Mol Sci","2025","2025/12/30","PMC12733015","","10.3390/ijms262411854"
"41461549","[Diagnosis and treatment of liver diseases in the era of artificial intelligence]","Ren LY, Chen DB, Chen HS.","Zhonghua Gan Zang Bing Za Zhi. 2025 Dec 20;33(12):1123-1127. doi: 10.3760/cma.j.cn501113-20250910-00376.","Ren LY","Zhonghua Gan Zang Bing Za Zhi","2025","2025/12/29","PMC12817045","","10.3760/cma.j.cn501113-20250910-00376"
"41461245","Integrating multi-omics and artificial intelligence fuels advanced target identification and drug discovery","Chen H, Shi Y, Yuan M, Li H, Liu X.","Biotechnol Adv. 2026 Mar-Apr;87:108785. doi: 10.1016/j.biotechadv.2025.108785. Epub 2025 Dec 27.","Chen H","Biotechnol Adv","2026","2025/12/29","","","10.1016/j.biotechadv.2025.108785"
"41460893","Optimized therapeutic drug monitoring: the role of machine learning models","Sayadi H, Fromage Y, Labriffe M, Codde C, Monchaud C, Marquet P, Ponthier L, Woillard JB.","Expert Rev Clin Pharmacol. 2026 Jan;19(1):17-26. doi: 10.1080/17512433.2025.2611431. Epub 2025 Dec 29.","Sayadi H","Expert Rev Clin Pharmacol","2026","2025/12/29","","","10.1080/17512433.2025.2611431"
"41460655","Exploring the gut-brain-microbiome axis in Alzheimer's disease: Integrating metagenomics, metabolomics, and artificial intelligence for next-generation biomarker discovery","Oso TA, Ahmed MM, Okesanya OJ, Adebayo UO, Obadeyi KB, Othman ZK, Lucero-Prisno DE 3rd.","J Alzheimers Dis. 2026 Feb;109(4):1542-1557. doi: 10.1177/13872877251407700. Epub 2025 Dec 29.","Oso TA","J Alzheimers Dis","2026","2025/12/29","","","10.1177/13872877251407700"
"41457976","Synthetic Contrast-Free LGE via Diffusion-Based Framework in Acute MI for Image Quality and Quantitative Scar Analysis","Qi J, Yue X, Hu M, Cui J, Zhao Y, Li J, Wang J, Chen Y, Jin H, Wang C, Li T, He K.","Circ Cardiovasc Imaging. 2026 Feb;19(2):e018967. doi: 10.1161/CIRCIMAGING.125.018967. Epub 2025 Dec 29.","Qi J","Circ Cardiovasc Imaging","2026","2025/12/29","PMC12908633","","10.1161/CIRCIMAGING.125.018967"
"41456696","Geometric deep learning assists protein engineering. Opportunities and Challenges","García-Vinuesa J, Rojas J, Soto-García N, Martínez N, Alvarez-Saravia D, Uribe-Paredes R, Davari MD, Conca C, Asenjo JA, Medina-Ortiz D.","Biotechnol Adv. 2026 Mar-Apr;87:108790. doi: 10.1016/j.biotechadv.2025.108790. Epub 2025 Dec 26.","García-Vinuesa J","Biotechnol Adv","2026","2025/12/28","","","10.1016/j.biotechadv.2025.108790"
"41456601","Machine learning-based integration of radiomics and dosiomics for early prediction of radiation-induced temporal lobe injury in nasopharyngeal carcinoma: A multicenter study","Sun X, Zhu H, Qiao J, Liang Y, Zhu Z, Dong S, Wang J.","J Appl Clin Med Phys. 2026 Jan;27(1):e70420. doi: 10.1002/acm2.70420.","Sun X","J Appl Clin Med Phys","2026","2025/12/28","PMC12744924","","10.1002/acm2.70420"
"41453519","Pediatric asthma management via integration of a remote spirometry device into an EHR-based artificial intelligence-powered clinical decision support system: A feasibility pragmatic clinical trial","Myers L, Brereton TA, Overgaard S, Greenwood JD, Zheng L, Ohde JW, Spiten M, Kathy Ihrke RN, Lang K, Peterson K, Hawley S, Beenken M, Malik M, Bublitz J, Galloway T, Wilkes Q, Shrader D, Mercado L, Park M, Arteta M, Hartz M, Fladager-Muth J, Quam M, Perrigo T, Loufek T, Khurana A, Kshatriya BSA, Sharma D, Le-Rademacher J, Wi CI, Nordlund B, Juhn Y.","Contemp Clin Trials. 2026 Feb;161:108209. doi: 10.1016/j.cct.2025.108209. Epub 2025 Dec 24.","Myers L","Contemp Clin Trials","2026","2025/12/26","","","10.1016/j.cct.2025.108209"
"41453100","Artificial Intelligence Methods for the Differential Diagnosis of Irritable Bowel Syndrome and Inflammatory Bowel Disease: A Systematic Review","Popa IV, Dranga M, Nedelciuc O, Mihai C, Drug V, Cijevschi Prelipcean C.","J Gastrointestin Liver Dis. 2025 Dec 26;34(4):510-514. doi: 10.15403/jgld-6332.","Popa IV","J Gastrointestin Liver Dis","2025","2025/12/26","","","10.15403/jgld-6332"
"41452662","Protein Language Models: Applications and Perspectives","Leclercq M, Droit A.","J Proteome Res. 2026 Feb 6;25(2):507-524. doi: 10.1021/acs.jproteome.5c00506. Epub 2025 Dec 26.","Leclercq M","J Proteome Res","2026","2025/12/26","PMC12888012","","10.1021/acs.jproteome.5c00506"
"41451100","The research hotspots and trends of artificial intelligence technology in nursing management: a bibliometric study","Li J, Zhang L, Hou Q, Jiang S, Shen L, Wei J.","Front Med (Lausanne). 2025 Dec 10;12:1710269. doi: 10.3389/fmed.2025.1710269. eCollection 2025.","Li J","Front Med (Lausanne)","2025","2025/12/26","PMC12727640","","10.3389/fmed.2025.1710269"
"41449266","Assessing the robustness of an artificial intelligence segmentation model for quantitative cardiovascular magnetic resonance imaging across cardiac phenotypes","Saad H, Ammann C, Hadler T, Bhoyroo Y, Reisdorf P, Veit J, Chitiboi T, Wetzl J, Geppert C, Schulz-Menger J.","Int J Cardiovasc Imaging. 2026 Feb;42(2):343-357. doi: 10.1007/s10554-025-03596-3. Epub 2025 Dec 26.","Saad H","Int J Cardiovasc Imaging","2026","2025/12/25","PMC12909472","","10.1007/s10554-025-03596-3"
"41448698","Evaluating AI-based comprehensive clinical decision support for sepsis and ARDS: protocol for a Clinician Turing Test","Angeli Gazola A, Bishop NS, Schmid BE, Pirracchio R, Valley TS, Bhavani SV, Krutsinger DC, Giannini HM, Lu Y, Ungar LH, Meyer NJ, Kerlin MP, Weissman GE.","BMJ Open. 2025 Dec 24;15(12):e106757. doi: 10.1136/bmjopen-2025-106757.","Angeli Gazola A","BMJ Open","2025","2025/12/25","PMC12742158","","10.1136/bmjopen-2025-106757"
